coin,method,entry_dt,exit_dt,reason,pnl_pct,pnl_usd
DOGE,QR8_raw,2025-12-12T16:00:00.000,2025-12-13T05:00:00.000,TP,1.4898,37.25
DOGE,QR8_raw,2025-12-14T15:00:00.000,2025-12-14T17:00:00.000,SL,-1.0842,-27.1
DOGE,QR8_raw,2025-12-15T16:00:00.000,2025-12-15T17:00:00.000,SL,-1.8351,-45.88
DOGE,QR8_raw,2025-12-15T19:00:00.000,2025-12-16T10:00:00.000,TP,0.4818,12.04
DOGE,QR8_raw,2025-12-25T23:00:00.000,2025-12-26T02:00:00.000,TP,1.7748,44.37
DOGE,QR8_raw,2025-12-26T16:00:00.000,2025-12-27T03:00:00.000,TP,0.8093,20.23
DOGE,QR8_raw,2025-12-31T17:00:00.000,2025-12-31T18:00:00.000,SL,-1.5704,-39.26
DOGE,QR8_raw,2025-12-31T20:00:00.000,2026-01-01T08:00:00.000,TP,1.2047,30.12
DOGE,QR8_raw,2026-01-06T18:00:00.000,2026-01-06T21:00:00.000,TP,3.7344,93.36
DOGE,QR8_raw,2026-01-15T19:00:00.000,2026-01-16T11:00:00.000,SL,-1.8965,-47.41
DOGE,QR8_raw,2026-01-16T13:00:00.000,2026-01-16T15:00:00.000,SL,-1.3433,-33.58
DOGE,QR8_raw,2026-01-16T17:00:00.000,2026-01-16T23:00:00.000,TP,1.1921,29.8
DOGE,QR8_raw,2026-01-19T00:00:00.000,2026-01-19T00:00:00.000,SL,-1.4304,-35.76
DOGE,QR8_raw,2026-01-19T02:00:00.000,2026-01-19T16:00:00.000,TP,1.5775,39.44
DOGE,QR8_raw,2026-01-20T09:00:00.000,2026-01-20T15:00:00.000,SL,-1.4509,-36.27
DOGE,QR8_raw,2026-01-20T17:00:00.000,2026-01-20T22:00:00.000,SL,-1.6485,-41.21
DOGE,QR8_raw,2026-01-25T17:00:00.000,2026-01-25T18:00:00.000,SL,-1.1055,-27.64
DOGE,QR8_raw,2026-01-25T20:00:00.000,2026-01-26T01:00:00.000,TP,2.2096,55.24
DOGE,QR8_raw,2026-01-29T15:00:00.000,2026-01-29T15:00:00.000,SL,-1.4391,-35.98
DOGE,QR8_raw,2026-01-29T17:00:00.000,2026-01-29T18:00:00.000,SL,-1.7383,-43.46
DOGE,QR8_raw,2026-01-29T20:00:00.000,2026-01-30T01:00:00.000,SL,-1.9685,-49.21
DOGE,QR8_raw,2026-01-31T09:00:00.000,2026-01-31T14:00:00.000,SL,-2.1096,-52.74
DOGE,QR8_raw,2026-01-31T16:00:00.000,2026-01-31T17:00:00.000,SL,-2.5403,-63.51
DOGE,QR8_raw,2026-01-31T19:00:00.000,2026-02-01T06:00:00.000,TP,3.516,87.9
DOGE,QR8_raw,2026-02-05T12:00:00.000,2026-02-05T15:00:00.000,SL,-3.1911,-79.78
DOGE,QR8_raw,2026-02-05T17:00:00.000,2026-02-05T18:00:00.000,SL,-3.7663,-94.16
DOGE,QR8_raw,2026-02-05T20:00:00.000,2026-02-05T20:00:00.000,SL,-4.0203,-100.51
DOGE,QR8_raw,2026-02-05T22:00:00.000,2026-02-06T00:00:00.000,SL,-4.5678,-114.2
DOGE,QR8_raw,2026-02-09T11:00:00.000,2026-02-09T15:00:00.000,TP,2.6844,67.11
DOGE,QR8_raw,2026-02-11T07:00:00.000,2026-02-11T14:00:00.000,SL,-1.8046,-45.12
DOGE,QR8_raw,2026-02-11T16:00:00.000,2026-02-11T18:00:00.000,TP,2.0302,50.75
DOGE,QR8_raw,2026-02-22T14:00:00.000,2026-02-22T14:00:00.000,SL,-1.1395,-28.49
DOGE,QR8_raw,2026-02-22T16:00:00.000,2026-02-22T17:00:00.000,SL,-1.214,-30.35
DOGE,QR8_raw,2026-02-22T19:00:00.000,2026-02-23T01:00:00.000,SL,-1.2448,-31.12
DOGE,QR8_raw,2026-02-23T03:00:00.000,2026-02-23T07:00:00.000,TP,2.1121,52.8
DOGE,QR8_raw,2026-02-27T15:00:00.000,2026-02-27T22:00:00.000,SL,-2.0849,-52.12
DOGE,QR8_raw,2026-02-28T07:00:00.000,2026-02-28T13:00:00.000,TP,3.1694,79.23
DOGE,QR8_raw,2026-03-06T15:00:00.000,2026-03-07T03:00:00.000,TP,1.2755,31.89
DOGE,QR8_raw,2026-03-18T12:00:00.000,2026-03-18T14:00:00.000,SL,-1.9352,-48.38
DOGE,QR8_raw,2026-03-18T16:00:00.000,2026-03-19T03:00:00.000,TP,1.3625,34.06
DOGE,QR8_raw,2026-03-19T13:00:00.000,2026-03-19T19:00:00.000,TP,1.4229,35.57
DOGE,QR8_raw,2026-03-22T00:00:00.000,2026-03-22T00:00:00.000,SL,-1.2804,-32.01
DOGE,QR8_raw,2026-03-22T02:00:00.000,2026-03-22T18:00:00.000,SL,-1.4371,-35.93
DOGE,QR8_raw,2026-03-22T21:00:00.000,2026-03-22T21:00:00.000,SL,-1.2585,-31.46
DOGE,QR8_raw,2026-03-26T06:00:00.000,2026-03-26T09:00:00.000,SL,-1.48,-37.0
DOGE,QR8_raw,2026-03-27T11:00:00.000,2026-03-28T01:00:00.000,TP,0.7637,19.09
DOGE,QR8_raw,2026-04-05T07:00:00.000,2026-04-05T15:00:00.000,TP,0.643,16.08
DOGE,QR8_raw,2026-04-18T14:00:00.000,2026-04-18T18:00:00.000,SL,-1.5903,-39.76
DOGE,QR8_raw,2026-04-19T08:00:00.000,2026-04-19T11:00:00.000,TP,0.5351,13.38
DOGE,QR8_raw,2026-05-07T15:00:00.000,2026-05-07T15:00:00.000,SL,-1.6557,-41.39
DOGE,QR8_raw,2026-05-07T17:00:00.000,2026-05-08T02:00:00.000,SL,-1.8235,-45.59
DOGE,QR8_raw,2026-05-16T10:00:00.000,2026-05-16T21:00:00.000,TP,0.5905,14.76
DOGE,QR8_raw,2026-05-17T02:00:00.000,2026-05-17T03:00:00.000,TP,0.9392,23.48
DOGE,QR8_raw,2026-05-18T02:00:00.000,2026-05-18T06:00:00.000,SL,-1.8948,-47.37
DOGE,QR8_raw,2026-05-18T08:00:00.000,2026-05-18T20:00:00.000,TP,0.4929,12.32
DOGE,QR8_raw,2026-05-23T01:00:00.000,2026-05-23T07:00:00.000,SL,-1.6872,-42.18
DOGE,QR8_raw,2026-05-28T04:00:00.000,2026-05-28T14:00:00.000,SL,-1.6512,-41.28
DOGE,QR8_raw,2026-05-31T17:00:00.000,2026-05-31T21:00:00.000,TP,0.9785,24.46
DOGE,QR8_raw,2026-06-02T15:00:00.000,2026-06-02T15:00:00.000,SL,-1.6211,-40.53
DOGE,QR8_raw,2026-06-02T17:00:00.000,2026-06-02T19:00:00.000,SL,-1.9279,-48.2
DOGE,QR8_raw,2026-06-02T23:00:00.000,2026-06-03T07:00:00.000,TP,2.1869,54.67
DOGE,QR8_raw,2026-06-04T02:00:00.000,2026-06-04T02:00:00.000,SL,-2.5206,-63.01
DOGE,QR8_raw,2026-06-04T11:00:00.000,2026-06-04T15:00:00.000,TP,3.0989,77.47
DOGE,QR8_raw,2026-06-05T07:00:00.000,2026-06-05T14:00:00.000,SL,-2.9016,-72.54
DOGE,QR8_raw,2026-06-18T16:00:00.000,2026-06-19T01:00:00.000,TP,2.0955,52.39
DOGE,QR8_raw,2026-06-23T07:00:00.000,2026-06-23T08:00:00.000,SL,-1.4799,-37.0
DOGE,QR8_raw,2026-06-23T10:00:00.000,2026-06-24T00:00:00.000,TP,0.1513,3.78
DOGE,QR8_raw,2026-06-24T14:00:00.000,2026-06-24T15:00:00.000,SL,-1.4821,-37.05
DOGE,QR8_raw,2026-06-24T17:00:00.000,2026-06-24T17:00:00.000,SL,-1.9565,-48.91
DOGE,QR8_raw,2026-06-24T19:00:00.000,2026-06-25T03:00:00.000,TP,3.1451,78.63
DOGE,QR8_raw,2026-06-25T14:00:00.000,2026-06-25T23:00:00.000,TP,4.6427,116.07
DOGE,QR8_raw,2026-06-28T07:00:00.000,2026-06-28T19:00:00.000,SL,-1.183,-29.58
DOGE,QR8_raw,2026-06-30T12:00:00.000,2026-06-30T12:00:00.000,SL,-1.4236,-35.59
AVAX,QR8_gated,2025-07-04T17:00:00.000,2025-07-05T03:00:00.000,TP,0.8877,22.19
AVAX,QR8_gated,2025-07-15T04:00:00.000,2025-07-15T09:00:00.000,TP,2.5716,64.29
AVAX,QR8_gated,2025-07-23T14:00:00.000,2025-07-23T21:00:00.000,SL,-2.8738,-71.84
AVAX,QR8_gated,2025-07-24T07:00:00.000,2025-07-24T11:00:00.000,TP,3.8106,95.26
AVAX,QR8_gated,2025-07-30T11:00:00.000,2025-07-30T18:00:00.000,SL,-2.1731,-54.33
AVAX,QR8_gated,2025-08-14T13:00:00.000,2025-08-15T03:00:00.000,TP,1.226,30.65
AVAX,QR8_gated,2025-08-19T19:00:00.000,2025-08-20T04:00:00.000,TP,1.3049,32.62
AVAX,QR8_gated,2025-08-25T11:00:00.000,2025-08-25T20:00:00.000,SL,-2.6308,-65.77
AVAX,QR8_gated,2025-09-04T20:00:00.000,2025-09-05T00:00:00.000,SL,-1.4024,-35.06
AVAX,QR8_gated,2025-09-22T01:00:00.000,2025-09-22T02:00:00.000,SL,-1.7896,-44.74
AVAX,QR8_gated,2025-09-22T06:00:00.000,2025-09-22T06:00:00.000,SL,-2.0536,-51.34
AVAX,QR8_gated,2025-09-22T08:00:00.000,2025-09-22T12:00:00.000,TP,4.3543,108.86
AVAX,QR8_gated,2025-09-25T05:00:00.000,2025-09-25T12:00:00.000,SL,-2.6913,-67.28
AVAX,QR8_gated,2025-09-25T18:00:00.000,2025-09-26T02:00:00.000,SL,-2.6959,-67.4
AVAX,QR8_gated,2025-10-04T15:00:00.000,2025-10-05T02:00:00.000,TP,0.8776,21.94
AVAX,QR8_gated,2025-12-05T10:00:00.000,2025-12-05T11:00:00.000,SL,-1.5116,-37.79
AVAX,QR8_gated,2025-12-05T13:00:00.000,2025-12-05T16:00:00.000,SL,-1.5935,-39.84
AVAX,QR8_gated,2025-12-05T18:00:00.000,2025-12-05T23:00:00.000,SL,-1.9545,-48.86
AVAX,QR8_gated,2025-12-11T02:00:00.000,2025-12-11T03:00:00.000,SL,-2.3022,-57.56
AVAX,QR8_gated,2025-12-11T05:00:00.000,2025-12-11T14:00:00.000,SL,-2.2933,-57.33
AVAX,QR8_gated,2026-01-07T16:00:00.000,2026-01-08T02:00:00.000,TP,1.439,35.98
AVAX,QR8_gated,2026-01-08T07:00:00.000,2026-01-08T16:00:00.000,TP,1.1256,28.14
AVAX,QR8_gated,2026-01-15T19:00:00.000,2026-01-16T08:00:00.000,TP,0.7276,18.19
AVAX,QR8_gated,2026-01-16T16:00:00.000,2026-01-16T16:00:00.000,SL,-1.5077,-37.69
AVAX,QR8_gated,2026-01-16T18:00:00.000,2026-01-16T21:00:00.000,TP,1.8629,46.57
AVAX,QR8_gated,2026-02-27T15:00:00.000,2026-02-27T22:00:00.000,SL,-1.8463,-46.16
AVAX,QR8_gated,2026-03-06T15:00:00.000,2026-03-07T03:00:00.000,TP,1.2524,31.31
AVAX,QR8_gated,2026-03-18T12:00:00.000,2026-03-18T12:00:00.000,SL,-1.5289,-38.22
AVAX,QR8_gated,2026-03-18T14:00:00.000,2026-03-18T14:00:00.000,SL,-1.6916,-42.29
AVAX,QR8_gated,2026-03-18T16:00:00.000,2026-03-19T13:00:00.000,SL,-1.8736,-46.84
AVAX,QR8_gated,2026-03-19T16:00:00.000,2026-03-19T19:00:00.000,TP,1.2478,31.2
AVAX,QR8_gated,2026-03-22T00:00:00.000,2026-03-22T00:00:00.000,SL,-1.2806,-32.02
AVAX,QR8_gated,2026-03-26T06:00:00.000,2026-03-26T09:00:00.000,SL,-1.247,-31.17
AVAX,QR8_gated,2026-03-26T11:00:00.000,2026-03-26T15:00:00.000,SL,-1.2689,-31.72
AVAX,QR8_gated,2026-04-19T08:00:00.000,2026-04-19T13:00:00.000,TP,0.767,19.18
AVAX,QR8_gated,2026-04-19T23:00:00.000,2026-04-20T06:00:00.000,TP,1.676,41.9
AVAX,QR8_gated,2026-04-27T08:00:00.000,2026-04-27T15:00:00.000,SL,-1.2921,-32.3
AVAX,QR8_gated,2026-05-12T14:00:00.000,2026-05-12T22:00:00.000,TP,0.8355,20.89
AVAX,QR8_gated,2026-05-15T14:00:00.000,2026-05-16T07:00:00.000,SL,-1.7733,-44.33
AVAX,QR8_gated,2026-05-16T09:00:00.000,2026-05-16T09:00:00.000,SL,-1.3328,-33.32
AVAX,QR8_gated,2026-05-16T11:00:00.000,2026-05-17T03:00:00.000,TP,0.3589,8.97
AVAX,QR8_gated,2026-06-30T13:00:00.000,2026-06-30T19:00:00.000,TP,2.6534,66.34
AVAX,QR8_raw,2025-05-30T01:00:00.000,2025-05-30T16:00:00.000,SL,-2.7818,-69.54
AVAX,QR8_raw,2025-05-30T23:00:00.000,2025-05-31T01:00:00.000,SL,-2.5924,-64.81
AVAX,QR8_raw,2025-05-31T03:00:00.000,2025-05-31T12:00:00.000,TP,2.4185,60.46
AVAX,QR8_raw,2025-06-04T21:00:00.000,2025-06-05T12:00:00.000,TP,0.3733,9.33
AVAX,QR8_raw,2025-06-05T20:00:00.000,2025-06-05T20:00:00.000,SL,-2.3702,-59.26
AVAX,QR8_raw,2025-06-05T22:00:00.000,2025-06-06T06:00:00.000,TP,2.9554,73.88
AVAX,QR8_raw,2025-06-12T21:00:00.000,2025-06-13T00:00:00.000,SL,-2.3946,-59.87
AVAX,QR8_raw,2025-06-13T02:00:00.000,2025-06-13T15:00:00.000,TP,2.6223,65.56
AVAX,QR8_raw,2025-06-17T16:00:00.000,2025-06-17T16:00:00.000,SL,-1.9564,-48.91
AVAX,QR8_raw,2025-06-17T18:00:00.000,2025-06-18T01:00:00.000,TP,2.3847,59.62
AVAX,QR8_raw,2025-06-21T18:00:00.000,2025-06-21T21:00:00.000,SL,-1.7492,-43.73
AVAX,QR8_raw,2025-06-22T16:00:00.000,2025-06-22T23:00:00.000,TP,2.5083,62.71
AVAX,QR8_raw,2025-07-01T19:00:00.000,2025-07-02T03:00:00.000,TP,0.8678,21.69
AVAX,QR8_raw,2025-07-04T17:00:00.000,2025-07-05T03:00:00.000,TP,0.8877,22.19
AVAX,QR8_raw,2025-07-15T04:00:00.000,2025-07-15T09:00:00.000,TP,2.5716,64.29
AVAX,QR8_raw,2025-07-23T14:00:00.000,2025-07-23T21:00:00.000,SL,-2.8738,-71.84
AVAX,QR8_raw,2025-07-24T07:00:00.000,2025-07-24T11:00:00.000,TP,3.8106,95.26
AVAX,QR8_raw,2025-07-30T11:00:00.000,2025-07-30T18:00:00.000,SL,-2.1731,-54.33
AVAX,QR8_raw,2025-08-01T01:00:00.000,2025-08-01T06:00:00.000,SL,-2.4467,-61.17
AVAX,QR8_raw,2025-08-01T09:00:00.000,2025-08-01T12:00:00.000,TP,2.2181,55.45
AVAX,QR8_raw,2025-08-14T13:00:00.000,2025-08-15T03:00:00.000,TP,1.226,30.65
AVAX,QR8_raw,2025-08-19T19:00:00.000,2025-08-20T04:00:00.000,TP,1.3049,32.62
AVAX,QR8_raw,2025-08-25T11:00:00.000,2025-08-25T20:00:00.000,SL,-2.6308,-65.77
AVAX,QR8_raw,2025-09-01T05:00:00.000,2025-09-01T07:00:00.000,TP,2.6113,65.28
AVAX,QR8_raw,2025-09-04T20:00:00.000,2025-09-05T00:00:00.000,SL,-1.4024,-35.06
AVAX,QR8_raw,2025-09-22T01:00:00.000,2025-09-22T02:00:00.000,SL,-1.7896,-44.74
AVAX,QR8_raw,2025-09-22T06:00:00.000,2025-09-22T06:00:00.000,SL,-2.0536,-51.34
AVAX,QR8_raw,2025-09-22T08:00:00.000,2025-09-22T12:00:00.000,TP,4.3543,108.86
AVAX,QR8_raw,2025-09-25T05:00:00.000,2025-09-25T12:00:00.000,SL,-2.6913,-67.28
AVAX,QR8_raw,2025-09-25T18:00:00.000,2025-09-26T02:00:00.000,SL,-2.6959,-67.4
AVAX,QR8_raw,2025-09-26T15:00:00.000,2025-09-26T16:00:00.000,TP,3.8502,96.26
AVAX,QR8_raw,2025-10-04T15:00:00.000,2025-10-05T02:00:00.000,TP,0.8776,21.94
AVAX,QR8_raw,2025-10-07T09:00:00.000,2025-10-07T13:00:00.000,SL,-1.5483,-38.71
AVAX,QR8_raw,2025-10-07T15:00:00.000,2025-10-07T16:00:00.000,SL,-1.8155,-45.39
AVAX,QR8_raw,2025-10-07T18:00:00.000,2025-10-07T23:00:00.000,SL,-1.9222,-48.06
AVAX,QR8_raw,2025-10-10T16:00:00.000,2025-10-10T18:00:00.000,SL,-2.0811,-52.03
AVAX,QR8_raw,2025-10-10T20:00:00.000,2025-10-10T20:00:00.000,SL,-2.1598,-53.99
AVAX,QR8_raw,2025-10-10T22:00:00.000,2025-10-11T13:00:00.000,TP,3.4209,85.52
AVAX,QR8_raw,2025-10-12T01:00:00.000,2025-10-12T13:00:00.000,TP,1.7992,44.98
AVAX,QR8_raw,2025-10-16T21:00:00.000,2025-10-17T06:00:00.000,SL,-3.0302,-75.76
AVAX,QR8_raw,2025-10-17T08:00:00.000,2025-10-17T16:00:00.000,TP,4.0941,102.35
AVAX,QR8_raw,2025-10-21T04:00:00.000,2025-10-21T04:00:00.000,SL,-1.6566,-41.41
AVAX,QR8_raw,2025-10-21T06:00:00.000,2025-10-21T12:00:00.000,TP,2.7726,69.31
AVAX,QR8_raw,2025-10-22T21:00:00.000,2025-10-22T21:00:00.000,SL,-2.4025,-60.06
AVAX,QR8_raw,2025-10-22T23:00:00.000,2025-10-23T04:00:00.000,TP,2.4577,61.44
AVAX,QR8_raw,2025-10-28T21:00:00.000,2025-10-29T10:00:00.000,TP,1.2655,31.64
AVAX,QR8_raw,2025-10-30T14:00:00.000,2025-10-30T17:00:00.000,SL,-2.6969,-67.42
AVAX,QR8_raw,2025-10-30T20:00:00.000,2025-10-31T04:00:00.000,TP,4.3459,108.65
AVAX,QR8_raw,2025-11-03T04:00:00.000,2025-11-03T15:00:00.000,SL,-2.2849,-57.12
AVAX,QR8_raw,2025-11-04T06:00:00.000,2025-11-04T10:00:00.000,TP,3.9001,97.5
AVAX,QR8_raw,2025-11-11T22:00:00.000,2025-11-12T06:00:00.000,TP,1.6177,40.44
AVAX,QR8_raw,2025-11-13T18:00:00.000,2025-11-13T19:00:00.000,SL,-2.7401,-68.5
AVAX,QR8_raw,2025-11-13T21:00:00.000,2025-11-14T04:00:00.000,SL,-2.857,-71.42
AVAX,QR8_raw,2025-11-14T12:00:00.000,2025-11-14T19:00:00.000,TP,1.7156,42.89
AVAX,QR8_raw,2025-11-16T18:00:00.000,2025-11-17T00:00:00.000,TP,3.3643,84.11
AVAX,QR8_raw,2025-11-17T20:00:00.000,2025-11-18T08:00:00.000,TP,1.7826,44.56
AVAX,QR8_raw,2025-11-20T19:00:00.000,2025-11-21T07:00:00.000,SL,-2.4693,-61.73
AVAX,QR8_raw,2025-11-21T10:00:00.000,2025-11-21T17:00:00.000,TP,3.2445,81.11
AVAX,QR8_raw,2025-11-29T20:00:00.000,2025-11-29T20:00:00.000,SL,-1.1751,-29.38
AVAX,QR8_raw,2025-11-29T22:00:00.000,2025-11-29T23:00:00.000,SL,-1.2401,-31.0
AVAX,QR8_raw,2025-12-01T00:00:00.000,2025-12-01T00:00:00.000,SL,-1.6763,-41.91
AVAX,QR8_raw,2025-12-01T02:00:00.000,2025-12-01T12:00:00.000,SL,-2.1462,-53.66
AVAX,QR8_raw,2025-12-05T10:00:00.000,2025-12-05T11:00:00.000,SL,-1.5116,-37.79
AVAX,QR8_raw,2025-12-05T13:00:00.000,2025-12-05T16:00:00.000,SL,-1.5935,-39.84
AVAX,QR8_raw,2025-12-05T18:00:00.000,2025-12-05T23:00:00.000,SL,-1.9545,-48.86
AVAX,QR8_raw,2025-12-11T02:00:00.000,2025-12-11T03:00:00.000,SL,-2.3022,-57.56
AVAX,QR8_raw,2025-12-11T05:00:00.000,2025-12-11T14:00:00.000,SL,-2.2933,-57.33
AVAX,QR8_raw,2025-12-12T16:00:00.000,2025-12-13T04:00:00.000,TP,2.582,64.55
AVAX,QR8_raw,2025-12-14T18:00:00.000,2025-12-14T23:00:00.000,SL,-1.281,-32.02
AVAX,QR8_raw,2025-12-15T16:00:00.000,2025-12-15T18:00:00.000,SL,-2.0515,-51.29
AVAX,QR8_raw,2026-01-07T16:00:00.000,2026-01-08T02:00:00.000,TP,1.439,35.98
AVAX,QR8_raw,2026-01-08T07:00:00.000,2026-01-08T16:00:00.000,TP,1.1256,28.14
AVAX,QR8_raw,2026-01-15T19:00:00.000,2026-01-16T08:00:00.000,TP,0.7276,18.19
AVAX,QR8_raw,2026-01-16T16:00:00.000,2026-01-16T16:00:00.000,SL,-1.5077,-37.69
AVAX,QR8_raw,2026-01-16T18:00:00.000,2026-01-16T21:00:00.000,TP,1.8629,46.57
AVAX,QR8_raw,2026-01-19T00:00:00.000,2026-01-19T00:00:00.000,SL,-1.6608,-41.52
AVAX,QR8_raw,2026-01-19T02:00:00.000,2026-01-19T17:00:00.000,TP,1.0943,27.36
AVAX,QR8_raw,2026-01-20T14:00:00.000,2026-01-20T16:00:00.000,SL,-1.5415,-38.54
AVAX,QR8_raw,2026-01-20T18:00:00.000,2026-01-21T02:00:00.000,TP,1.3866,34.66
AVAX,QR8_raw,2026-01-25T17:00:00.000,2026-01-25T18:00:00.000,SL,-1.3242,-33.1
AVAX,QR8_raw,2026-01-25T20:00:00.000,2026-01-26T01:00:00.000,TP,3.5173,87.93
AVAX,QR8_raw,2026-01-29T13:00:00.000,2026-01-29T14:00:00.000,SL,-1.4837,-37.09
AVAX,QR8_raw,2026-01-29T16:00:00.000,2026-01-30T01:00:00.000,SL,-2.0222,-50.55
AVAX,QR8_raw,2026-01-31T08:00:00.000,2026-01-31T08:00:00.000,SL,-1.7907,-44.77
AVAX,QR8_raw,2026-01-31T10:00:00.000,2026-01-31T14:00:00.000,SL,-1.9086,-47.72
AVAX,QR8_raw,2026-01-31T16:00:00.000,2026-01-31T17:00:00.000,SL,-2.2296,-55.74
AVAX,QR8_raw,2026-01-31T19:00:00.000,2026-02-01T02:00:00.000,TP,4.3278,108.19
AVAX,QR8_raw,2026-02-05T11:00:00.000,2026-02-05T15:00:00.000,SL,-2.8287,-70.72
AVAX,QR8_raw,2026-02-05T17:00:00.000,2026-02-05T19:00:00.000,SL,-3.5455,-88.64
AVAX,QR8_raw,2026-02-05T21:00:00.000,2026-02-06T00:00:00.000,SL,-4.3213,-108.03
AVAX,QR8_raw,2026-02-09T11:00:00.000,2026-02-09T15:00:00.000,TP,2.6353,65.88
AVAX,QR8_raw,2026-02-19T14:00:00.000,2026-02-19T15:00:00.000,TP,1.5579,38.95
AVAX,QR8_raw,2026-02-22T15:00:00.000,2026-02-23T01:00:00.000,SL,-1.1811,-29.53
AVAX,QR8_raw,2026-02-23T03:00:00.000,2026-02-23T09:00:00.000,TP,3.0292,75.73
AVAX,QR8_raw,2026-02-27T15:00:00.000,2026-02-27T22:00:00.000,SL,-1.8463,-46.16
AVAX,QR8_raw,2026-02-28T07:00:00.000,2026-02-28T14:00:00.000,TP,2.354,58.85
AVAX,QR8_raw,2026-03-06T15:00:00.000,2026-03-07T03:00:00.000,TP,1.2524,31.31
AVAX,QR8_raw,2026-03-18T12:00:00.000,2026-03-18T12:00:00.000,SL,-1.5289,-38.22
AVAX,QR8_raw,2026-03-18T14:00:00.000,2026-03-18T14:00:00.000,SL,-1.6916,-42.29
AVAX,QR8_raw,2026-03-18T16:00:00.000,2026-03-19T13:00:00.000,SL,-1.8736,-46.84
AVAX,QR8_raw,2026-03-19T16:00:00.000,2026-03-19T19:00:00.000,TP,1.2478,31.2
AVAX,QR8_raw,2026-03-22T00:00:00.000,2026-03-22T00:00:00.000,SL,-1.2806,-32.02
AVAX,QR8_raw,2026-03-22T02:00:00.000,2026-03-22T08:00:00.000,SL,-1.4238,-35.59
AVAX,QR8_raw,2026-03-22T19:00:00.000,2026-03-22T21:00:00.000,SL,-1.2291,-30.73
AVAX,QR8_raw,2026-03-26T06:00:00.000,2026-03-26T09:00:00.000,SL,-1.247,-31.17
AVAX,QR8_raw,2026-03-26T11:00:00.000,2026-03-26T15:00:00.000,SL,-1.2689,-31.72
AVAX,QR8_raw,2026-03-27T09:00:00.000,2026-03-27T10:00:00.000,SL,-1.3584,-33.96
AVAX,QR8_raw,2026-03-27T12:00:00.000,2026-03-28T05:00:00.000,TP,-0.0423,-1.06
AVAX,QR8_raw,2026-04-02T05:00:00.000,2026-04-02T20:00:00.000,TP,0.3477,8.69
AVAX,QR8_raw,2026-04-07T00:00:00.000,2026-04-07T01:00:00.000,SL,-1.8581,-46.45
AVAX,QR8_raw,2026-04-07T03:00:00.000,2026-04-07T06:00:00.000,SL,-1.9188,-47.97
AVAX,QR8_raw,2026-04-19T08:00:00.000,2026-04-19T13:00:00.000,TP,0.767,19.18
AVAX,QR8_raw,2026-04-19T23:00:00.000,2026-04-20T06:00:00.000,TP,1.676,41.9
AVAX,QR8_raw,2026-04-27T08:00:00.000,2026-04-27T15:00:00.000,SL,-1.2921,-32.3
AVAX,QR8_raw,2026-05-12T14:00:00.000,2026-05-12T22:00:00.000,TP,0.8355,20.89
AVAX,QR8_raw,2026-05-15T14:00:00.000,2026-05-16T07:00:00.000,SL,-1.7733,-44.33
AVAX,QR8_raw,2026-05-16T09:00:00.000,2026-05-16T09:00:00.000,SL,-1.3328,-33.32
AVAX,QR8_raw,2026-05-16T11:00:00.000,2026-05-17T03:00:00.000,TP,0.3589,8.97
AVAX,QR8_raw,2026-05-18T11:00:00.000,2026-05-18T11:00:00.000,TP,1.4007,35.02
AVAX,QR8_raw,2026-05-23T00:00:00.000,2026-05-23T07:00:00.000,SL,-1.547,-38.67
AVAX,QR8_raw,2026-05-23T09:00:00.000,2026-05-23T14:00:00.000,TP,2.1532,53.83
AVAX,QR8_raw,2026-05-24T22:00:00.000,2026-05-25T04:00:00.000,TP,1.6607,41.52
AVAX,QR8_raw,2026-05-28T04:00:00.000,2026-05-28T04:00:00.000,SL,-1.5941,-39.85
AVAX,QR8_raw,2026-05-28T06:00:00.000,2026-05-28T16:00:00.000,TP,1.4041,35.1
